targetId	diseaseId	drugId	clinicalPhase	clinicalStatus	diseaseFromSource	isApproved	isComplex	actionType	mechanismOfAction	references	targetName	targetType	target	chemblId	phenotype_id
ENSG00000065989	EFO_0001361	CHEMBL190	1.0	Completed	High Altitude Pulmonary Hypertension			INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607']), Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000065989	EFO_0001361	CHEMBL190	1.0	Completed	High Altitude Pulmonary Hypertension			INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607']), Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000065989	MONDO_0002009	CHEMBL628	1.0	Completed	Major Depressive Disorder			INHIBITOR	3',5'-cyclic phosphodiesterase inhibitor	[Row(ids=['label/2012/018631s039lbl.pdf', 'label/2012/018631s039lbl.pdf'], source='FDA', urls=['http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/018631s039lbl.pdf', 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/018631s039lbl.pdf']), Row(ids=['19997047', '11692087', '18568240'], source='PubMed', urls=['http://europepmc.org/abstract/MED/19997047', 'http://europepmc.org/abstract/MED/11692087', 'http://europepmc.org/abstract/MED/18568240']), Row(ids=['Pentoxifylline', 'Pentoxifylline'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Pentoxifylline', 'http://en.wikipedia.org/wiki/Pentoxifylline'])]	3',5'-cyclic phosphodiesterase	protein family	ENSG00000065989	CHEMBL628	ENSG00000065989
ENSG00000065989	MONDO_0002009	CHEMBL628	2.0	Completed	Major Depressive Disorder			INHIBITOR	3',5'-cyclic phosphodiesterase inhibitor	[Row(ids=['label/2012/018631s039lbl.pdf', 'label/2012/018631s039lbl.pdf'], source='FDA', urls=['http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/018631s039lbl.pdf', 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/018631s039lbl.pdf']), Row(ids=['19997047', '11692087', '18568240'], source='PubMed', urls=['http://europepmc.org/abstract/MED/19997047', 'http://europepmc.org/abstract/MED/11692087', 'http://europepmc.org/abstract/MED/18568240']), Row(ids=['Pentoxifylline', 'Pentoxifylline'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Pentoxifylline', 'http://en.wikipedia.org/wiki/Pentoxifylline'])]	3',5'-cyclic phosphodiesterase	protein family	ENSG00000065989	CHEMBL628	ENSG00000065989
ENSG00000065989	MONDO_0002009	CHEMBL63	1.0	Completed	Major Depressive Disorder			INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['23028463'], source='PubMed', urls=['https://pubmed.ncbi.nlm.nih.gov/23028463/'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL63	ENSG00000065989
ENSG00000065989	MONDO_0002009	CHEMBL193240	1.0	Recruiting	Major Depressive Disorder			INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=95519b97-d0a6-4c9f-baf0-bc5da08296c7#nlm34090-1']), Row(ids=['22735051'], source='PubMed', urls=['http://europepmc.org/abstract/MED/22735051'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL193240	ENSG00000065989
ENSG00000065989	MONDO_0002009	CHEMBL190	1.0	Completed	Major Depressive Disorder			INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8']), Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000065989	MONDO_0002009	CHEMBL190	1.0	Completed	Major Depressive Disorder			INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607']), Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000065989	MONDO_0002009	CHEMBL190	1.0	Completed	Major Depressive Disorder			INHIBITOR	Phosphodiesterase 4 inhibitor	[Row(ids=['Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action', 'Theophylline#Mechanisms_of_action'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action', 'http://en.wikipedia.org/wiki/Theophylline#Mechanisms_of_action']), Row(ids=['12954362', '14992338', '15980878', '3588607'], source='PubMed', urls=['http://europepmc.org/abstract/MED/12954362', 'http://europepmc.org/abstract/MED/14992338', 'http://europepmc.org/abstract/MED/15980878', 'http://europepmc.org/abstract/MED/3588607']), Row(ids=['setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=25b2fdbe-2f18-4153-835a-7a67bff83ef8'])]	Phosphodiesterase 4	protein family	ENSG00000065989	CHEMBL190	ENSG00000065989
ENSG00000066230	HP_0002019	CHEMBL3304485	4.0		DRUGS FOR CONSTIPATION	True	False	INHIBITOR	Sodium/hydrogen exchanger 3 inhibitor	[Row(ids=['27654985'], source='PubMed', urls=['http://europepmc.org/abstract/MED/27654985'])]	Sodium/hydrogen exchanger 3	single protein	ENSG00000066230	CHEMBL3304485	ENSG00000066230
ENSG00000096968	EFO_0000181	CHEMBL1789941	0.5	Withdrawn	Head and Neck Squamous Cell Carcinoma			INHIBITOR	Tyrosine-protein kinase JAK2 inhibitor	[Row(ids=['label/2012/202192s001lbl.pdf', 'label/2012/202192s001lbl.pdf'], source='FDA', urls=['http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202192s001lbl.pdf', 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202192s001lbl.pdf'])]	Tyrosine-protein kinase JAK2	single protein	ENSG00000096968	CHEMBL1789941	ENSG00000096968
ENSG00000096968	EFO_0000181	CHEMBL1789941	2.0	Completed	Head and Neck Squamous Cell Carcinoma			INHIBITOR	Tyrosine-protein kinase JAK2 inhibitor	[Row(ids=['label/2012/202192s001lbl.pdf', 'label/2012/202192s001lbl.pdf'], source='FDA', urls=['http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202192s001lbl.pdf', 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202192s001lbl.pdf'])]	Tyrosine-protein kinase JAK2	single protein	ENSG00000096968	CHEMBL1789941	ENSG00000096968
ENSG00000096968	EFO_0003086	CHEMBL1287853	1.0	Completed	Renal Impairment			INHIBITOR	Tyrosine-protein kinase JAK2 inhibitor	[Row(ids=['18394554', '18394554'], source='PubMed', urls=['http://europepmc.org/abstract/MED/18394554', 'http://europepmc.org/abstract/MED/18394554'])]	Tyrosine-protein kinase JAK2	single protein	ENSG00000096968	CHEMBL1287853	ENSG00000096968
ENSG00000096968	EFO_0003086	CHEMBL1287853	1.0	Completed	Renal Impairment			INHIBITOR	Tyrosine-protein kinase JAK2 inhibitor	[Row(ids=['label/2019/212327s000lbl.pdf', 'label/2019/212327s000lbl.pdf'], source='FDA', urls=['https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212327s000lbl.pdf', 'https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212327s000lbl.pdf'])]	Tyrosine-protein kinase JAK2	single protein	ENSG00000096968	CHEMBL1287853	ENSG00000096968
ENSG00000096968	EFO_0003086	CHEMBL3137308	1.0	Completed	Patients With Impaired Renal Function			INHIBITOR	Janus Kinase (JAK) inhibitor	[Row(ids=['24818516'], source='PubMed', urls=['http://europepmc.org/abstract/MED/24818516']), Row(ids=['http://www.blackwellpublishing.com/acrmeeting/abstract.asp?MeetingID=789&id=102813'], source='Other', urls=['http://www.blackwellpublishing.com/acrmeeting/abstract.asp?MeetingID=789&id=102813'])]	Janus Kinase (JAK)	protein family	ENSG00000096968	CHEMBL3137308	ENSG00000096968
ENSG00000096968	EFO_0003086	CHEMBL3301607	1.0	Completed	Renal Impairment			INHIBITOR	Tyrosine-protein kinase JAK2 inhibitor	[Row(ids=['24818516', '33741556', '33741556', '33741556'], source='PubMed', urls=['http://europepmc.org/abstract/MED/24818516', 'https://europepmc.org/abstract/MED/33741556', 'https://europepmc.org/abstract/MED/33741556', 'https://europepmc.org/abstract/MED/33741556'])]	Tyrosine-protein kinase JAK2	single protein	ENSG00000096968	CHEMBL3301607	ENSG00000096968
ENSG00000096968	EFO_0003086	CHEMBL3301607	1.0	Completed	Renal Impairment			INHIBITOR	Tyrosine-protein kinase JAK2 inhibitor	[Row(ids=['https://www.ema.europa.eu/en/documents/product-information/jyseleca-epar-product-information_en.pdf', 'https://www.ema.europa.eu/en/documents/product-information/jyseleca-epar-product-information_en.pdf', 'https://www.ema.europa.eu/en/documents/product-information/jyseleca-epar-product-information_en.pdf', 'https://www.ema.europa.eu/en/documents/product-information/jyseleca-epar-product-information_en.pdf'], source='EMA', urls=['https://www.ema.europa.eu/en/documents/product-information/jyseleca-epar-product-information_en.pdf', 'https://www.ema.europa.eu/en/documents/product-information/jyseleca-epar-product-information_en.pdf', 'https://www.ema.europa.eu/en/documents/product-information/jyseleca-epar-product-information_en.pdf', 'https://www.ema.europa.eu/en/documents/product-information/jyseleca-epar-product-information_en.pdf'])]	Tyrosine-protein kinase JAK2	single protein	ENSG00000096968	CHEMBL3301607	ENSG00000096968
ENSG00000096968	EFO_0003086	CHEMBL221959	1.0	Completed	Renal Impairment			INHIBITOR	Janus Kinase (JAK) inhibitor	[Row(ids=['TOFACITINIB'], source='Expert', urls=['http://chembl.blogspot.co.uk/search?q=TOFACITINIB'])]	Janus Kinase (JAK)	protein family	ENSG00000096968	CHEMBL221959	ENSG00000096968
ENSG00000096968	EFO_0003086	CHEMBL1789941	1.0	Completed	Renal Impairment			INHIBITOR	Tyrosine-protein kinase JAK2 inhibitor	[Row(ids=['label/2012/202192s001lbl.pdf', 'label/2012/202192s001lbl.pdf'], source='FDA', urls=['http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202192s001lbl.pdf', 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202192s001lbl.pdf'])]	Tyrosine-protein kinase JAK2	single protein	ENSG00000096968	CHEMBL1789941	ENSG00000096968
ENSG00000096968	MONDO_0002158	CHEMBL1789941	1.0	Unknown status				INHIBITOR	Tyrosine-protein kinase JAK2 inhibitor	[Row(ids=['label/2012/202192s001lbl.pdf', 'label/2012/202192s001lbl.pdf'], source='FDA', urls=['http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202192s001lbl.pdf', 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202192s001lbl.pdf'])]	Tyrosine-protein kinase JAK2	single protein	ENSG00000096968	CHEMBL1789941	ENSG00000096968
ENSG00000096968	MONDO_0002158	CHEMBL1795071	1.0	Unknown status				INHIBITOR	Tyrosine-protein kinase JAK2 inhibitor	[Row(ids=['label/2012/202192s001lbl.pdf', 'label/2012/202192s001lbl.pdf'], source='FDA', urls=['http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202192s001lbl.pdf', 'http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/202192s001lbl.pdf'])]	Tyrosine-protein kinase JAK2	single protein	ENSG00000096968	CHEMBL1795071	ENSG00000096968
ENSG00000111424	EFO_0000545	CHEMBL1536	1.0	Recruiting	Anovulatory Infertility	False	False	AGONIST	Vitamin D receptor agonist	[Row(ids=['16949927', '17218095', '17519354'], source='PubMed', urls=['http://europepmc.org/abstract/MED/16949927', 'http://europepmc.org/abstract/MED/17218095', 'http://europepmc.org/abstract/MED/17519354'])]	Vitamin D receptor	single protein	ENSG00000111424	CHEMBL1536	ENSG00000111424
ENSG00000111424	EFO_0001378	CHEMBL1200622	1.0	Terminated	Multiple Myeloma and Plasma Cell Neoplasm			AGONIST	Vitamin D receptor agonist	[Row(ids=['setid=1b27c026-2d60-47b4-2a9c-ded1818f21b5'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=1b27c026-2d60-47b4-2a9c-ded1818f21b5'])]	Vitamin D receptor	single protein	ENSG00000111424	CHEMBL1200622	ENSG00000111424
ENSG00000111424	EFO_0001378	CHEMBL1536	0.5	Not yet recruiting	Multiple Myeloma			AGONIST	Vitamin D receptor agonist	[Row(ids=['16949927', '17218095', '17519354'], source='PubMed', urls=['http://europepmc.org/abstract/MED/16949927', 'http://europepmc.org/abstract/MED/17218095', 'http://europepmc.org/abstract/MED/17519354'])]	Vitamin D receptor	single protein	ENSG00000111424	CHEMBL1536	ENSG00000111424
ENSG00000111424	EFO_0003869	CHEMBL1536	3.0	Completed	Breast Neoplasms	False	False	AGONIST	Vitamin D receptor agonist	[Row(ids=['16949927', '17218095', '17519354'], source='PubMed', urls=['http://europepmc.org/abstract/MED/16949927', 'http://europepmc.org/abstract/MED/17218095', 'http://europepmc.org/abstract/MED/17519354'])]	Vitamin D receptor	single protein	ENSG00000111424	CHEMBL1536	ENSG00000111424
ENSG00000111424	EFO_0003869	CHEMBL846	2.0	Completed	Breast Neoplasms			AGONIST	Vitamin D receptor agonist	[Row(ids=['label/2012/018874s022lbl.pdf'], source='FDA', urls=['http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/018874s022lbl.pdf']), Row(ids=['9780702034718 PP. 435'], source='ISBN', urls=['http://www.isbnsearch.org/isbn/9780702034718'])]	Vitamin D receptor	single protein	ENSG00000111424	CHEMBL846	ENSG00000111424
ENSG00000111424	EFO_0003869	CHEMBL1536	2.0	Completed	Breast Neoplasms	False	False	AGONIST	Vitamin D receptor agonist	[Row(ids=['16949927', '17218095', '17519354'], source='PubMed', urls=['http://europepmc.org/abstract/MED/16949927', 'http://europepmc.org/abstract/MED/17218095', 'http://europepmc.org/abstract/MED/17519354'])]	Vitamin D receptor	single protein	ENSG00000111424	CHEMBL1536	ENSG00000111424
ENSG00000111424	EFO_0003869	CHEMBL1536	0.5	Completed	Breast Neoplasms	False	False	AGONIST	Vitamin D receptor agonist	[Row(ids=['16949927', '17218095', '17519354'], source='PubMed', urls=['http://europepmc.org/abstract/MED/16949927', 'http://europepmc.org/abstract/MED/17218095', 'http://europepmc.org/abstract/MED/17519354'])]	Vitamin D receptor	single protein	ENSG00000111424	CHEMBL1536	ENSG00000111424
ENSG00000111424	EFO_0004261	CHEMBL1536	3.0	Completed	Paget's Disease of Bone	False	False	AGONIST	Vitamin D receptor agonist	[Row(ids=['16949927', '17218095', '17519354'], source='PubMed', urls=['http://europepmc.org/abstract/MED/16949927', 'http://europepmc.org/abstract/MED/17218095', 'http://europepmc.org/abstract/MED/17519354'])]	Vitamin D receptor	single protein	ENSG00000111424	CHEMBL1536	ENSG00000111424
ENSG00000111424	EFO_0004261	CHEMBL1042	3.0	Completed	Paget's Disease of Bone	False	False	AGONIST	Vitamin D receptor agonist	[Row(ids=['15503649', '20435140'], source='PubMed', urls=['http://europepmc.org/abstract/MED/15503649', 'http://europepmc.org/abstract/MED/20435140'])]	Vitamin D receptor	single protein	ENSG00000111424	CHEMBL1042	ENSG00000111424
ENSG00000111424	EFO_0004261	CHEMBL1536	3.0	Completed	Paget's Disease of Bone	False	False	AGONIST	Vitamin D receptor agonist	[Row(ids=['16949927', '17218095', '17519354'], source='PubMed', urls=['http://europepmc.org/abstract/MED/16949927', 'http://europepmc.org/abstract/MED/17218095', 'http://europepmc.org/abstract/MED/17519354'])]	Vitamin D receptor	single protein	ENSG00000111424	CHEMBL1536	ENSG00000111424
ENSG00000111424	EFO_0007141	CHEMBL1042	2.0	Completed	Allergic Rhinoconjunctivitis			AGONIST	Vitamin D receptor agonist	[Row(ids=['15503649', '20435140'], source='PubMed', urls=['http://europepmc.org/abstract/MED/15503649', 'http://europepmc.org/abstract/MED/20435140'])]	Vitamin D receptor	single protein	ENSG00000111424	CHEMBL1042	ENSG00000111424
ENSG00000111424	GO_0042697	CHEMBL1536	3.0	Completed	Postmenopause	False	False	AGONIST	Vitamin D receptor agonist	[Row(ids=['16949927', '17218095', '17519354'], source='PubMed', urls=['http://europepmc.org/abstract/MED/16949927', 'http://europepmc.org/abstract/MED/17218095', 'http://europepmc.org/abstract/MED/17519354'])]	Vitamin D receptor	single protein	ENSG00000111424	CHEMBL1536	ENSG00000111424
ENSG00000111424	MONDO_0022113	CHEMBL1200666	0.5	Withdrawn	Central Centrifugal Cicatricial Alopecia			AGONIST	Vitamin D receptor agonist	[Row(ids=['Calcipotriene'], source='Wikipedia', urls=['http://en.wikipedia.org/wiki/Calcipotriene']), Row(ids=['18393827'], source='PubMed', urls=['http://europepmc.org/abstract/MED/18393827'])]	Vitamin D receptor	single protein	ENSG00000111424	CHEMBL1200666	ENSG00000111424
ENSG00000115232	EFO_0008522	CHEMBL1201607	1.0	Completed	Secondary Progressive Multiple Sclerosis	False	True	INHIBITOR	Integrin alpha-4/beta-1 inhibitor	[Row(ids=['setid=c5fdde91-1989-4dd2-9129-4f3323ea2962', 'setid=c5fdde91-1989-4dd2-9129-4f3323ea2962'], source='DailyMed', urls=['http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c5fdde91-1989-4dd2-9129-4f3323ea2962', 'http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c5fdde91-1989-4dd2-9129-4f3323ea2962'])]	Integrin alpha-4/beta-1	protein complex	ENSG00000115232	CHEMBL1201607	ENSG00000115232
